id,text,username,longtitude,latitude,created_at_local,source_clean
5.77265E+17,Are you surprised the show has let you live for so long when in the comic Carol comitted suicide? @mcbridemelissa  #askTWDMelissa,Gabe-Real,-116.585397,34.052846,26:53.5,Twitter for Android
5.92391E+17,Growing out your eyebrows is suicide,Nitzia Bañuelos,-117.201237,33.144508,12:41.1,Twitter for iPhone
6.02282E+17,"&lt;Fly_Mario&gt; Tommorrow Night at 9pm est
&lt;GoodScrat&gt; what happens, you're commiting suicide over a quick cam?",Bash Org,-123.011517,37.699522,16:15.2,Zorrotron
6.13839E+17,&lt;andy&gt; i will commit suicide or die trying,Bash Org,-123.01239,37.699465,39:39.0,Zorrotron
6.23264E+17,I honestly can't wait for suicide squad!! @DCComics,MR_Mossberg,-117.250126,32.752458,50:03.9,Twitter for iPhone
6.603E+17,@jamesbarnes2 @suicide_romance @ojoan they voted for the candidate they liked also known as democracy,eric struble,-117.0073037,32.8445094,39:08.1,Twitter for Android
6.62375E+17,"When this KKK list come out its going to be mass suicides in Arkansas, Alabama, Mississippi, And Georgia lol",Silver Spoon Coon,-117.1228671,32.68622191,05:54.5,Twitter for Windows Phone
6.63504E+17,2 dead after apparent murder-suicide at Kearny Mesa hotel https://t.co/NG6uor2frX,San Diego Press,-117.166272,32.7143122,50:34.8,dlvr.it
6.68296E+17,#suicidegirls #blackheartburlesque @ Brick By Brick https://t.co/tArfzHS6x4,Robert Angelito III,-117.2007523,32.768837,12:17.8,Instagram
6.74322E+17,&lt;Murder-Is-Funny&gt; I get this huge kick of trying to talk people I judge as worthless into suicide,Bash Org,-123.0114799,37.69976544,15:55.5,Zorrotron
6.80963E+17,When the border wait takes over an hour I start to contemplate suicide.,abrah,-117.0277527,32.54037508,05:38.2,Tweetbot for iΟS
7.09063E+17,"&lt;Samah&gt; hmm the one bad thing about seeing cute chicks - it gets me depressed.... T_T
&lt;@toe2toe&gt; /j #suicide",Bash Org,-123.0114841,37.69964824,04:14.6,Zorrotron
7.24156E+17,&lt;andy&gt; i will commit suicide or die trying,Bash Org,-123.011814,37.69906053,40:14.9,Zorrotron
7.38552E+17,"&lt;Fly_Mario&gt; Tommorrow Night at 9pm est
&lt;GoodScrat&gt; what happens, you're commiting suicide over a quick cam?",Bash Org,-123.0120769,37.69910749,04:35.3,Zorrotron
7.39346E+17,(Theseus-) guilty says my computer realizes that it's running a celeron and tries to commit suicide,Bash Org,-123.0119965,37.6994182,40:26.1,Zorrotron
7.49886E+17,"Day 17 #22aday #suicide # awareness @ Vista, California https://t.co/n5D5iSANw7",Roy M.,-117.241,33.1936,42:38.6,Instagram
7.53698E+17,@Clankity I'm at Disneyland and I feel like my feet are gonna commit suicide,meme man™,-117.9186298,33.8076683,08:21.5,Fenix for Android
7.56871E+17,@sunnyholiday3 kicks off the show #blackheartburlesque #suicidegirls #sdcc2016 @ Brick by Brick https://t.co/gbKWkgDwoN,guapomole,-117.16172,32.71569,17:24.5,Instagram
7.67757E+17,"&lt;Samah&gt; hmm the one bad thing about seeing cute chicks - it gets me depressed.... T_T
&lt;@toe2toe&gt; /j #suicide",Bash Org,-123.0119092,37.69968535,16:27.7,Zorrotron
5.50768E+17,@DrJenGunter more nra enabled suicides of course.,jash,-120.163628,39.308817,38:59.1,Twitter for iPhone
5.50805E+17,I feel my brain cells committing suicide when I read through comments on a viral video on FB.,Dustin the Wind,-120.789887,35.531597,03:52.4,Twitter for iPhone
5.50846E+17,Transgender teen’s suicide: “I realized my parents would never come around.. Fix society. Please.” http://t.co/BQe8OiVpKX #LeelahAlcorn #RIP,John Walpole,-121.639306,37.72664,50:11.2,Twitter for  iPhone
5.50955E+17,@urdadsmydaddy did I say it was cool? Is making fun of someone's family member who committed suicide cool to you? You piece of shit low life,Tommy Dodd.,-117.035265,33.934717,00:45.3,Twitter for iPhone
5.50978E+17,"2007-2015.. 8 years..Hundreds of tears..Hundreds of deep thoughts.. Hundreds of suicide talks.Sometimes this life I regret it all, 3 words",Highly_Influenced,-117.097382,32.760715,32:51.2,Twitter for iPhone
5.50986E+17,A deeper question has always troubled me-Why haven't  antidepressants done better at reducing suicide rates? @Neuro_Skeptic,Allen Frances,-121.90114,36.55037,05:20.1,Twitter for Android
5.50994E+17,Define suicide,Ya a shirt,-116.981526,32.745921,35:04.7,Twitter for Android Tablets
5.51252E+17,"@LauRenArren https://t.co/XDdzchlIVO First song off Deep Space, 2015 Ash Jetson album. W/ vocals from a suicidegirl! http://t.co/moXdzgvIz3",AJ Lee [J e t s o n],-117.199757,32.841315,39:52.8,Twitter for Android
5.51285E+17,"Look him up, supposedly killed his family and committed suicide in Borrego,Ca. Hi Ian Spiro .I saw you and your three friends. I don't care.",Theodore Fabares,-116.782697,33.007316,51:24.4,Twitter for Android
5.51317E+17,@iAmMuzicKing https://t.co/6s32enR8sJ newest song featuring vocals from a suicidegirl with 24k followers and dope modeling. Hmu for collabs,AJ Lee [J e t s o n],-117.199805,32.841265,58:10.0,Twitter for Android
5.51342E+17,"@TheGoogleFact_ https://t.co/XDdzchlIVO new Ash Jetson song! San Diego rap,House of Blues contracted,Freelance modeling/suicidegirl manager",AJ Lee [J e t s o n],-117.199787,32.841282,38:30.1,Twitter for Android
5.51379E+17,"@ProduKtJRG https://t.co/9wPwrwvUWq song with a suicidegirl, check it out Mayn, im diggin your sound",AJ Lee [J e t s o n],-117.199805,32.841282,05:03.0,Twitter for Android
5.51379E+17,"@WhoKR https://t.co/PgCrduUw9E cuz, scope This track with one of the suicidegirls http://t.co/mVWoaRB0h4 Isolyfe 3 is rare, we should collab",AJ Lee [J e t s o n],-117.199774,32.841302,06:41.1,Twitter for Android
5.5138E+17,"@DAGHE https://t.co/h3EispOa2i This song with one of the suicidegirls, also affiliated with my merchandise and freelance modeling firm.",AJ Lee [J e t s o n],-117.199799,32.841282,09:21.5,Twitter for Android
5.51382E+17,"@That_girl_me https://t.co/XDdzchlIVO the first song with a suicidegirl, or female vocals in General. Do some modeling for me yeah?",AJ Lee [J e t s o n],-117.199761,32.841309,17:25.6,Twitter for Android
5.51423E+17,I dreamt that someone very important to me committed suicide. What a huge wake up call on that friendship.,ANNtisocial,-117.043261,32.677183,02:25.1,Twitter for iPhone
5.51566E+17,How many people are ready to commit suicide if they see that Salt N Peppa commercial one more time? @TerryFoster971 #makeitstop,Tony Elias,-117.223324,33.100088,29:46.7,Twitter for iPhone
5.51823E+17,This squirrel committed suicide with my car... I thought he was going to move but he just stood there looking at me. R.I.P,Casey B. Hall,-121.398775,39.115742,29:22.6,Twitter for iPhone
5.51895E+17,"I completely disagree with suicide in the first place, but if you're going kill yourself, don't drag innocent people into it.",Bradley Garland,-117.264405,33.211778,16:39.7,Twitter for iPhone
5.51896E+17,"I completely disagree with suicide in the first place, but if you're going to kill yourself, don't drag innocent people into it.",Bradley Garland,-117.264387,33.211756,19:01.1,Twitter for iPhone
5.51902E+17,@scribblesuicide ah I read that wrong. No that's actually pretty awesome,David Lopez,-116.925844,33.016049,43:30.7,Twitter for iPhone
5.51988E+17,“@CieraHyatt: never again will I ever use an eyelash curler. http://t.co/nCVKAtdsL7” if this happened to me id commit suicide,emilyyyyyy,-121.13827,38.871362,26:02.2,Twitter for iPhone
5.52361E+17,If Justin goes to BRAVEFEST I will I repeat WILL commit suicide,thalia,-117.125946,32.726013,07:36.1,Twitter for iPhone
5.53281E+17,They should make attemted suicide a crime,Silver Spoon Coon,-117.145107,32.729094,04:07.2,Twitter for Android
5.53378E+17,Finding out one of my fellow brothers just try to commit suicide last night,Brandon Renteria,-117.472888,33.375523,28:37.0,Twitter for iPhone
5.53391E+17,"advertising new medicine on TV in a really fast manor they say side effects may include suicide,depression,etc...like sign me up🙋sike foh💯",SCHavage,-117.037635,32.570217,21:44.4,Twitter for Android
5.537E+17,To the guy with binoculars watching the cops clean up the suicide scene on the train tracks in San Clemente. SERIOUSLY?,Meghann Cuniff,-117.62729,33.427652,49:31.7,Twitter for iPhone
5.53747E+17,"Ximena Plata was gangraped by gang members &amp; then she committed suicide in Del Mar, CA",Lori&LouigiAndradeKo,-117.135718,32.69495,55:28.4,Twitter for Android
5.54137E+17,America is going to have a depression so steep that you need to cancel life insurance on suicide bailouts from the crap daddy's.,Capitalism,-117.248967,33.219439,46:16.7,Twitter for iPad
5.54154E+17,The cast for suicide squad is so dope!,Junior Esquivel,-117.123522,32.67777,52:00.2,Twitter for iPhone
5.54353E+17,"Islam answers France: ALERT: 2 child suicide bombers, both girls and about 10 years-old, blow themselves up at market in northern Nigeria.",Hands Up Bite Trout!,-118.384538,34.350829,02:33.4,Twitter for iPhone
5.54383E+17,@TheSlyStallone I attempted suicide 3X so I understand. I hung myself in jail after beating my girl I got from MySpace was taken down,Prion Star,-116.471127,32.647161,01:15.6,Twitter for iPhone
5.54426E+17,It's always sad seeing suicide victims end up at the hospital with self-inflicted wounds. Shouldn't have to come to that.,Omar Escobedo,-117.166026,32.754427,53:59.4,Twitter for iPhone
5.54453E+17,January 28th I will take part in the suicide awareness assembly  I will represent my club and I'm happy yo be part of the assembly :),❤Yessica  Vazquez❤️ ,-117.082101,32.578564,43:08.7,Twitter for Android Tablets
5.54471E+17,Everytime I read a suicide article I wanna cry 💔😭,∂єʝαн,-119.00711,35.962749,52:11.0,Twitter for iPhone
5.54663E+17,“@philippenis: kurt cobain did not leave a suicide note for it to be turned into a fashion trend http://t.co/DECuDf8gOs” this is so not cool,Mia Combe,-117.093804,33.504991,34:48.1,Twitter for iPhone
5.5476E+17,@kidsforcash the scene where the mother yells of her sons suicide....It kills me,Michael London,-116.972034,32.624509,02:35.2,Twitter for Android
5.54821E+17,U are stale o @Aloiye_: What? Boko haram killed 2k people using kids as suicide bombers? Wait! When? 😱😭 is this new true or false?😕”,YEYEOGE AWELEWA 1,-117.119621,33.463556,05:16.8,Twitter for iPhone
5.55152E+17,@JamalJay23 the suicide rate &amp; number of ARI's they have are ridiculous. I told my Detailer send me anywhere but Sasebo lol,✨Petty LaBelle ✨,-116.967669,32.796687,00:09.8,Twitter for iPhone
5.55199E+17,Rollin in a '61 Lincoln continental suicide doors suicide mental,Alexandra Galvan,-122.344834,38.430617,06:51.4,Twitter for iPhone
5.55813E+17,@Chris_Stuckmann tom hardy dropped out of suicide squad...,Jared?,-117.55227,33.42274,44:13.8,Twitter for iPhone
5.55865E+17,22 Veterans take their own lives every day. New study affirms high suicide rate among recent #Veterans http://t.co/Nr1c6up3pV via @latimes,tbplus2,-118.405374,34.069141,13:36.6,Twitter for iPhone
5.55919E+17,Why would you try to sells shirts with Kurt Cobains suicide note,YUNG LYS$,-116.940365,32.636465,47:37.1,Twitter for iPhone
5.55943E+17,@tasiwasi96 @lexis_morales @ashketchuup thats just suicide,TELANA GRANDE,-117.065291,32.562412,22:26.8,Twitter for iPhone
5.55998E+17,#suicidethoughts .,boo_trist..,-117.12294,32.700962,58:36.9,Twitter for iPhone
5.56198E+17,@TaliaaAlGhul suicides a means of fighting back with a media conscious energy I turned 16 in Oct 1994 my mom came thru❤️my brother also,Tender Is The Knight,-116.471272,32.647072,15:20.3,Twitter for iPhone
5.56215E+17,My best friend since preschool she committed suicide a hour ago 😭😭😭😭😭💔💔,❤️NACIME❤️,-117.151263,32.720846,22:01.1,Twitter for iPhone
5.56227E+17,"""It's better to burn out than to fade away"" (-Kurt Cobain's suicide note)",Elsa,-117.014972,32.842012,11:31.5,Twitter for iPhone
5.56302E+17,Bless the baby angel that watches over suicide dives.,FEEL GUY MONTAG,-117.065498,32.570694,06:32.0,Twitter for Android
5.56309E+17,RIP Fanny we love you babe we miss you why did you commit suicide today baby girl I will miss you forever you were my best friend&amp;a sister💔😭,❤️NACIME❤️,-117.141257,32.705808,35:38.4,Twitter for iPhone
5.5631E+17,@fateddallas yeah my friend committed suicide today when I was in lunch her mom texted me 😭😭,❤️NACIME❤️,-117.141207,32.705967,42:06.9,Twitter for iPhone
5.56312E+17,@fateddallas the last thing she told me to tell her mom was the she committed suicide bc she got bullied at school and they called her names,❤️NACIME❤️,-117.141211,32.705974,47:36.5,Twitter for iPhone
5.5634E+17,@laurennsuicide no babe ur body is my party hun how much $$$$$,David Garcia,-117.027521,32.580877,41:06.7,Twitter for Android
5.56341E+17,@laurennsuicide just like that baby $$$$$,David Garcia,-117.027495,32.580877,41:34.3,Twitter for Android
5.5636E+17,The virgin suicides is so good i am cry to much though,sailor josie,-117.24063,32.957687,59:30.9,Twitter for iPhone
5.56489E+17,Omg just witnessed someone attempting to commit suicide by jumping off the bridge,Destiny,-117.083347,32.984615,33:02.7,Twitter for iPhone
5.56921E+17,"I'm so done with people always using ""suicide"" to fucking get attention",glader,-118.259178,34.133043,06:23.7,Twitter for iPhone
5.56963E+17,Might be on suicide watch if me Eagles did what GB Jus did,Kelly Green ,-116.917193,32.820426,56:37.7,Twitter for iPhone
5.57059E+17,The only thing I hate about practice is when we run 17 OR suicides,clio,-116.609634,33.884191,17:57.8,Twitter for Android
5.57197E+17,@ABC2020 can someone take the lid of the corruption in Argentina. Prosecutor that indicted president dead day before speaking:suicide:murder,erica roth,-117.380131,33.204832,26:44.8,Twitter for iPhone
5.57272E+17,I wonder if suicide bombers are included in this. http://t.co/U0UKriClXr,Patrick Ogle,-117.245525,32.730977,23:28.1,Twitter for iPhone
5.57362E+17,I never thought I'd be calling a suicide crisis hotline with tears streaming down my face because i'm so desperate not to self harm.,fuck,-116.952043,32.630315,18:52.2,Twitter for iPhone
5.57815E+17,@song_wu_anthony memes will be my suicide note,mara ✨,-116.970895,32.732791,19:47.0,Twitter for iPhone
5.58444E+17,Im too optimisitc? I just analyzed a story ending in suicide for a story actually ending in a second chance in love in my english class lol,Paolo Ochoa,-122.676563,38.34142,01:41.7,Twitter for iPhone
5.58476E+17,@sorryimalex tru but who the fuck jokes about suicide,"bella,,",-118.236667,34.212114,07:24.1,Twitter for iPad
5.58488E+17,"so i was walking out of class and say ""ugh i have cramps"" and this hot ass guy passed by when i said that, social suicide 😭",asap hannah,-119.448265,36.39203,54:41.5,Twitter for Android
5.58513E+17,Too alive for suicide frfr,Cutthroat Spacely ,-117.011619,32.772161,35:45.7,Twitter for Android
5.58647E+17,Ive heard about at least 4 suicides in this past month. It's so sad,mö,-117.115971,32.954718,25:38.3,Twitter for iPhone
5.58692E+17,Wow....rewind back to 2009! #fbf #tbt  #timehop @suicidegirls #suicidegirls #missoliviablack… http://t.co/EAyzcilrrK,Miss Olivia Black,-117.072199,32.774687,26:04.5,Instagram
5.59227E+17,“@tymare12: I want Nic to make a diss record so bad like!!!'' 🔥🔥🔥💥💥” she would make someone commit suicide 😂,✨Big Daddy✨,-122.227097,37.980367,51:30.4,Twitter for iPhone
5.59598E+17,"@NCIS_CBS @PauleyP I'm going to keep asking, please include a #Transgender character that doesn't commit suicide http://t.co/peNQEMbS4D",Marsha Morgan,-117.604265,33.415144,24:28.4,Twitter for iPhone
5.60157E+17,@lizzydaou I love you so much! I could have written you 1000 pages but then that would really be a suicide note ;),Sarah Daou Titan,-120.784225,35.641643,27:40.9,Twitter for iPhone
5.60311E+17,LOWKEY watch out for the suicide when finals come around,Just a regular guy,-117.14239,32.828186,38:13.8,Twitter for iPhone
5.60461E+17,Peterson called me a Princess I'm gonna commit bloody suicide,Harvard Candidate,-117.1213,32.579291,35:09.0,Twitter for iPhone
5.60637E+17,In one minute it will be exactly 9 years since my brothers suicide .. Time is an odd conception .,jordandeppe,-118.405965,34.069611,15:25.0,Twitter for iPhone
5.60701E+17,#LetsTalkBell because suicide kills more than one person,ellen,-122.677542,38.336949,30:05.0,Twitter for iPhone
5.60808E+17,"The most helpful suicide prevention is helping people deal with economic recessions
http://t.co/y9EA2j9WYb
@psychepi",Allen Frances,-117.170434,32.67745,32:41.0,Twitter for Android
5.60882E+17,"Suicide season, this is suicide season",☻☺,-117.149534,32.717878,27:23.1,Twitter for Android
5.60908E+17,On repeat↩ #suicideboys #rap #oceansidesuicede http://t.co/bl474Fjq9S,H2O 五個撲水,-117.122493,32.579266,11:47.6,Twitter for Android
5.62457E+17,"need to know if there is such a surgery for removing double chins, I want to commit suicide every time I look at this thing",【＝◈︿◈＝】queenB【＝◈︿◈＝】,-117.028502,32.60785,45:06.0,Twitter for iPhone
5.62513E+17,"@wardorochin fashion suicide, smh",andrea,-117.052491,32.61328,27:27.5,Twitter for iPhone
5.6252E+17,"""Well they need to fall bacc &amp; not commit suicide""-40oz Papí 
I'm so dead",Mosh Papí,-117.036717,33.197652,57:39.9,Twitter for iPhone
5.6267E+17,@PzFeed:BREAKING NEWS: Failed suicide bomber Sajida Al-Rishawi &amp; 5 other terror convicts to be executed in hours. @nycjim guess now we know,Ben Hassett,-117.10562,32.948639,52:49.0,Twitter for iPhone
5.62841E+17,"@NCIS_CBS @PauleyP The 2 that were Gay were killed, the 2 that were Transgender committed suicide",Marsha Morgan,-117.605556,33.420431,11:18.0,Twitter for iPhone
5.63002E+17,🙏Awareness. Listen. Live. Love. #suicideawareness #love #live #februaryhurts #2.22.93 http://t.co/0YKIZNR4Ok,Jenna,-117.088314,33.02462,52:29.5,Twitter for iPhone
5.63045E+17,I want to commit suicide rn #Suicidal Thoughts,George villegas,-117.208589,32.862941,43:32.3,Twitter for Android
5.63102E+17,"Rowell thought this was a game when he made us do the same thing as weight training, I didn't sign up for suicide",Kartik.,-122.239815,38.16813,31:03.8,Twitter for Android
5.63181E+17,shoulder suicide drop set from 30 15 reps x2 http://t.co/j5PV0C0Gkt,Aaron Torres,-117.058761,33.132165,41:55.2,Twitter for iPhone
5.63247E+17,"In ""A Perfect Day for Bananafish,"" Seymour Glass commits suicide while the couple are on a second honeymoon in Florida. ... 

cc @pdGlass",Angela Marié Glass,-117.262451,32.818328,05:49.7,Twitter for iPhone
5.63831E+17,thank god it's Friday Cause Fridays will always b better than sundays cause sundays are my suicide days,Salma |-/ ,-116.973852,32.655527,47:01.3,Twitter for iPhone
5.63836E+17,“@WSJ: Canada’s highest court has ruled that citizens have a right to physician-assisted suicide: http://t.co/ZAf0ZulU7X” wow,BuckWinthrop,-118.399382,34.073036,04:02.7,Twitter for iPhone
5.63932E+17,@JockonmyJock @ClassicPixs  she was never aloud in our trap house!!! She would set all of our suicides up perfectly!!,Henley™ ◡̈,-117.116674,33.38144,27:11.3,Twitter for iPhone
5.6396E+17,ireland just told our uber that her dog died of suicide bc it shut its own head in the door😂😂😂,lauren brown,-117.241412,32.722262,19:17.4,Twitter for iPhone
5.64131E+17,@yepadenom @kellymxfan @Doubtfulpool Oops! Don't know how my phone added that - it was research for attorney about my husband's suicide.,Tracy,-117.271042,33.252244,38:41.5,Twitter for iPhone
5.64261E+17,@Ih8suicidebomrs why u upset that younger ppl not see #AmericanSniper?,Bugged Voter,-117.089778,32.97507,14:51.2,Twitter for iPhone
5.64584E+17,"@Ih8suicidebomrs get off your high horse, you have no idea what I know",Bugged Voter,-117.090295,32.974553,37:55.3,Twitter for iPhone
5.64674E+17,One time I fucked up big time w eyeliner and it was so thick and uneven I contemplated suicide that day,CHANCLA GOD,-118.234526,34.137755,36:00.1,Twitter for iPhone
5.64712E+17,I'm upping the selfie game with #suicideselfie #StayTuned,Tea White,-118.072261,34.06812,08:10.7,Twitter for iPhone
5.64852E+17,"Even The Devil Can't Fool A Dog - Part 5: In the days following the suicide car bombing in 2004, Carlos didn’t feel… http://t.co/D04fYeFEtk",San Diego Press,-117.166272,32.714312,24:04.7,dlvr.it
5.64934E+17,@kenny42o talk radio. So boring. It committed suicide.,Leviathan ,-117.131795,32.581784,47:25.5,Twitter for iPhone
5.64981E+17,Mission Valley evacautions for possible chemical hazard: Police were told that a man left a suicide note indicating… http://t.co/eQCDePFUXa,San Diego Press,-117.166272,32.714312,54:04.5,dlvr.it
5.64982E+17,Trying to help someone who feels so horrible they would commit suicide is the farthest thing from selfish.,mysticqsz,-117.139049,33.538838,59:18.7,Twitter for Android
5.65014E+17,Yikes.. So much information in class!!!#mastersprogram #suicide#grow @ University of Phoenix Stonecrest http://t.co/TeNXa7KvY8,Belinda Varela,-117.11976,32.805377,05:38.3,Instagram
5.65053E+17,suicide is the 3rd highest cause of suicide among teens. lets change that (:,bunninja,-118.315009,33.868628,40:43.6,Twitter for iPhone
5.6524E+17,Suicide its a suicide,MattyGee,-117.989908,34.044991,05:01.5,Twitter for Android
5.65244E+17,I think if I still went to a regular public high school I would of easily committed suicide by now,GgRozsa,-118.972597,34.20212,22:37.9,Twitter for iPhone
5.65377E+17,I've taken 47 calls today so far and want to commit suicide,Freddy,-117.026161,32.9386,09:33.7,Twitter for iPhone
5.65381E+17,"Well, I now understand why the suicide rate is high in the #LGBT community. It would be hard to live if I couldn't be myself #HAHN",Tamara Riddick,-116.756819,32.835891,23:44.9,Twitter for Android
5.65434E+17,"Best suicide prevention: Reduce unemployment &amp; take better care of the unemployed
http://t.co/NIZpJAZLLp @TheLancetPsych",Allen Frances,-117.170496,32.677402,53:59.6,Twitter for Android
5.65872E+17,😕 RT MetroUK: Woman commits suicide 'because she was unmarried and had no children' by 30 http://t.co/6Jhbk3Rl1u http://t.co/sZC5tSW4DQ”,V.I. BOY,-117.123295,32.675765,54:18.1,Twitter for iPhone
5.65909E+17,"Best suicide prevention-reduce unemployment &amp; help the unemployed
http://t.co/NIZpJAZLLp
Suicide a social, not just psych, problem",Allen Frances,-117.17051,32.677402,22:25.7,Twitter for Android
5.66056E+17,"@Iukesacne ""ull make people suicide""",michael follow jess,-118.253508,34.150294,07:00.5,Twitter for iPhone
5.66111E+17,"Alright everyone, this next song is in the key of suicide.",Omar Orozco,-116.96226,32.634349,46:08.3,Twitter for iPhone
5.66254E+17,#truth “@vanessadinardo: The new @Drake album looks like a suicide note from the @ChickfilA cows http://t.co/VYLqeZjMmE”,Abe Spigner,-118.240983,34.132147,14:48.8,Twitter for iPhone
5.66411E+17,"Just saw .@hdrobert24 accident on @FOX40 from this morning.  Thank God, the guy's apparent suicide attempt failed. Robert was shaken!",Shauna,-121.162939,38.311963,37:36.7,Twitter for Android
5.66419E+17,".@CMBoehmke According to a minimal amount of research religion has dropped about 3-4% over the last 4 years or so, and suicide rates have",Vince Timpe,-117.213406,32.800894,08:55.0,Twitter for Android
5.66419E+17,".@CMBoehmke But that's a minimal change in religious belief and suicide, that I feel safe to say is not correlated.",Vince Timpe,-117.211684,32.796436,11:18.0,Twitter for Android
5.66421E+17,Why do people ask if I have Valentine's Day plans that don't even know if I'm single or not. What if I was just dumped and on suicide watch,OGMacy,-117.165606,32.768267,18:46.9,Twitter for iPhone
5.66624E+17,Then suicide comes into thot,Capu,-120.56914,37.300297,44:02.9,Twitter for iPhone
5.66769E+17,Attempted suicide gets Barnes out at the plate and an infield pop out ends the Chips threat,CMU Softball,-117.079269,32.774989,20:22.8,Twitter for Android
5.66787E+17,@thepoliticalcat: There are more suicides in households with guns than in non-gun homes. @RaHa762 @49Westend @lourdesbcferna1 @squeekyleaks,Nadomom,-117.177806,32.695128,32:55.3,Twitter for Android
5.6704E+17,"Social Solutions: To reduce suicide in Vets, guarantee a job. To reduce 'ADHD' in kids, smaller class sizes/more rec periods",Allen Frances,-117.105527,32.784377,16:11.2,Twitter for Android
5.67176E+17,"Ill be your crying shoulder, I'll be loves suicide,I'll be better when I'm older...I'll be the greatest fan of your life.  @Kaseymayyy_",Sav_Nastyy,-120.740592,37.460084,17:18.6,Twitter for iPhone
5.67395E+17,"@Walk2Know @NewHope360 yeah, so mixed with the suicide gene what does that make? Can we just keep an apple an apple except on mars, maybe? ?",Niki V,-116.597086,34.052147,46:08.1,Twitter for Android
5.67697E+17,@CNN @MarsOneProject Heroes or just people committing suicide ? What's your take? I think just ordinary people looking to be in the headline,Hal Robinson,-120.385412,38.175886,46:31.7,Twitter for iPad
5.6774E+17,@SteamersBaby #STOPsuicideGMOs too!,Niki V,-116.59716,34.051992,40:20.3,Twitter for Android
5.67765E+17,Drakes albums name sounds like a suicide note,Mo,-117.050925,32.79843,18:38.8,Twitter for Android
5.67833E+17,I really need to run but my knees are committing suicide help,CasstheWalrus,-117.162377,33.536827,49:45.4,Twitter for iPhone
5.67889E+17,Twitter finna cause suicides 😹,#BITCHMOB,-116.669923,35.254139,31:45.8,Twitter for iPhone
5.67918E+17,Can I be a suicide girl,i am cheese,-120.653329,40.390011,26:34.4,Twitter for Android
5.67947E+17,On a scale of 1-suicide how bad is Gcc parking,Seda Seyranova,-118.291899,34.172406,20:36.1,Twitter for iPhone
5.67961E+17,@tweensuicide @teenhankgst hell yeah they are,Whiskey Dad,-117.147709,33.640023,16:04.6,Twitter for iPhone
5.68042E+17,“@RationalMale:had to get up the mountain today. http://t.co/6RNYo3rMWf” Deserved by the Man that's prevented more suicides than anyone else,Sam Botta,-118.009341,34.113685,38:07.2,Twitter for iPhone
5.6821E+17,"“@ABC7: $200K settlement for owners of Angelus Oaks cabin where Christopher Dorner committed suicide  http://t.co/JnJWeTHobx” ""suicide""",lupe ,-117.149813,33.137303,44:51.6,Twitter for iPhone
5.68254E+17,"Lmao @pamaj ""im a huge star wars fan"" says im anakin about ready to kill darth vador ... soo you about to commit suicide xD",Rusty OC - Co Lead,-122.63121,38.390759,40:11.1,Twitter for Android
5.68306E+17,"""@DWilson004: I'm on my own with everything"" naw I right here suicide is never the answer",♕FaheemSambo,-117.105344,32.735414,09:38.4,Twitter for Android
5.68614E+17,OMFG I just hit an insane 1800 suicide spike ball,Model AX,-117.089002,33.129271,33:39.6,Twitter for Android
5.68633E+17,@BeastM1ghty A fat bitch that needs to commit suicide,Robert J. Kinnison,-119.327623,36.128532,46:56.7,Twitter for Android
5.68667E+17,#iwannabeasuicidegirl pls,i am cheese,-120.653326,40.390013,04:18.8,Twitter for Android
5.68693E+17,"@1maggieg aa, korn, cannibal corpse, body count, truvium,suicide silence,uabb, miss may I, FRIKIN ICE T WAS THERE TOO. best show ever.",Eshita,-120.429397,37.363883,44:18.7,Twitter for Android
5.68805E+17,Can't be good for tourism RT @BreakingNews: Death toll from suicide car bombings in Libyan rises to at least 45 - @AP http://t.co/UbuVcKLgG3,Rob Stockman,-117.19349,32.799756,10:08.3,TweetCaster for Android
5.68914E+17,@cortlynjean advanced chem sounds like suicide 😳 im bio!,kenzie duchesneau,-117.084588,32.768152,24:34.0,Twitter for iPhone
5.68921E+17,5 classes a day is suicide mark me on that,Eshita,-120.424395,37.366099,50:20.3,Twitter for Android
5.68939E+17,@suicidejauregui BUT I WAS SUICIDEMEMDES AND SUICIDALCTH. I mean like those really long dumb ones that don't even make sense,lana,-118.240569,34.140961,02:42.3,Twitter for iPhone
5.6895E+17,"@warriorwoman91 Will they use them for sex trafficking, organ donors, suicide bombers?",Salvatore Giovanni,-117.291008,33.055998,45:15.4,Twitter for iPhone
5.69018E+17,Someone please take pictures for me of me because #iwannabeasuicidegirl,i am cheese,-120.65328,40.390063,18:04.4,Twitter for Android
5.6919E+17,Seriously i want to be a suicide girl okay,i am cheese,-120.653231,40.390029,42:17.6,Twitter for Android
5.69315E+17,"SO TRAGIC! :'( :( :'( :(
‘Laser cat’ high school senior commits suicide http://t.co/LK7ZEGkCIm via @YahooNews",Mattie Del Madonna,-119.996878,36.710429,57:08.7,Twitter for Android
5.69412E+17,“@Selenacarbajal: “@Hordan_Jolmes0: If life's a bitch then break up with her then” are insinuating suicide?” http://t.co/c0o27VdfSq,Bruh Man,-117.305374,33.249428,24:49.3,Twitter for iPhone
5.6943E+17,@KyleAaron05 so cruel! Did you hear about the attempted suicide in maya today?,Miranda Vargas,-117.06841,32.771832,32:31.6,Twitter for iPhone
5.69567E+17,"22wod for veteran suicide awareness. it kinda sucked but i made it throught 32:57 @ CrossFit SoCal, LLC http://t.co/R03Vh0DVQ1",legitimized crime,-117.15818,32.829918,39:53.0,Instagram
